MGA,Program Name,Issuing Company,Full policy number,Policy Effective Date,Policy Expiration Date,Insured Name,Insured Address,Insured City,Insured State,Insured Zip,Transaction Effective Date,Transaction Expiration Date,Premium,Terrorism Premium,Total Gross Premium including Terrorism,Commission amount,Net Premium,Surcharge amount,Tax Amount,Tax Type,Fee Amount,Fee Type,Payment terms,Book or Process Date,Policy Type,Transaction Type,Primary/Excess Indicator,Attachment Point,CM/Occ Indicator,Risk/Location #,Risk/Location Address,Risk/Location City,Risk/Location State,Risk/Location Zip,Risk/Location premium,Technical Price,IRPM (Individual Risk Premium Modification),Exposure Type,Exposure Amount,Policy Occurrence Limit,Policy Aggregate Limit,SIR/Deductible indicator,SIR/Deductible amount,SIR/Deductible type,NAICS or SIC Code,Annual Statement Line Code,Annual Statement Line Description,Issue Date,Policy Event Number,Carrier %,Carrier Limit,Broker/Agent,Broker/Agent Address,Broker/Agent City,Broker/Agent State,Broker/Agent Zip,Direct/Assumed,Fac?,Damage to Premises Rented to you Limit,Medical Expense Limit Included,Medical Expense Limit,Personal and Advertising Injury Limit,Products/Completed Operations Aggregate Limit,Employee Benefits Limit
Daniel Abrahamsen,,,ASC-1632921-00,04-10-2023,04-10-2024,GENESIS LLC,56 Ed Brown St SW,Fort Walton Beach,FL,32548,04-10-2023,04-10-2024,0,,,0,,,,,,,,04-10-2023,New Business,NB,Primary,0,Occurrence,,56 Ed Brown St SW,,FL,32548,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-1632921-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-1632921-00,04-10-2023,04-10-2024,GENESIS LLC,56 Ed Brown St SW,Fort Walton Beach,FL,32548,04-10-2023,04-10-2024,266.71,,,46.67,,,,,,,,04-10-2023,New Business,NB,Primary,0,Occurrence,,56 Ed Brown St SW,,FL,32548,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-1632921-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-8993530-00,03-10-2023,03-10-2024,7EAVEN GLOBAL CONSTRUCTION LLC,269 WHISTLE WAY,LOCUST GROVE,GA,30248,03-10-2023,03-10-2024,21290.06,,,3725.76,,,,,,,,03-10-2023,New Business,NB,Primary,0,Occurrence,,1659 HWY 20 W  #340,,GA,30253,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-8993530-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-8993530-00,03-10-2023,03-10-2024,7EAVEN GLOBAL CONSTRUCTION LLC,269 WHISTLE WAY,LOCUST GROVE,GA,30248,03-10-2023,03-10-2024,0,,,0,,,,,,,,03-10-2023,New Business,NB,Primary,0,Occurrence,,1659 HWY 20 W  #340,,GA,30253,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-8993530-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-8993530-00,03-10-2023,03-10-2024,7EAVEN GLOBAL CONSTRUCTION LLC,269 WHISTLE WAY,LOCUST GROVE,GA,30248,03-10-2023,03-10-2024,129.22,,,22.61,,,,,,,,03-10-2023,New Business,NB,Primary,0,Occurrence,,1659 HWY 20 W  #340,,GA,30253,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-8993530-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-8993530-00,03-10-2023,03-10-2024,7EAVEN GLOBAL CONSTRUCTION LLC,269 WHISTLE WAY,LOCUST GROVE,GA,30248,03-10-2023,03-10-2024,0,,,0,,,,,,,,03-10-2023,New Business,NB,Primary,0,Occurrence,,1659 HWY 20 W  #340,,GA,30253,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-8993530-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-2204205-00,27-09-2023,27-09-2024,BP EXPRESS TRANSPORT LLC,5507 58TH ST,SACRAMENTO,CA,95820-6521,03-10-2023,27-09-2024,0,,,0,,,,,,,,03-10-2023,Endorsement,EN,Primary,0,Occurrence,,5507 58TH ST,,CA,95820-6521,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-2204205-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-2204205-00,27-09-2023,27-09-2024,BP EXPRESS TRANSPORT LLC,5507 58TH ST,SACRAMENTO,CA,95820-6521,03-10-2023,27-09-2024,0,,,0,,,,,,,,03-10-2023,Endorsement,EN,Primary,0,Occurrence,,5507 58TH ST,,CA,95820-6521,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-2204205-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-2204205-00,27-09-2023,27-09-2024,BP EXPRESS TRANSPORT LLC,5507 58TH ST,SACRAMENTO,CA,95820-6521,03-10-2023,27-09-2024,0,,,0,,,,,,,,03-10-2023,Endorsement,EN,Primary,0,Occurrence,,5507 58TH ST,,CA,95820-6521,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-2204205-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-2204205-00,27-09-2023,27-09-2024,BP EXPRESS TRANSPORT LLC,5507 58TH ST,SACRAMENTO,CA,95820-6521,03-10-2023,27-09-2024,0,,,0,,,,,,,,03-10-2023,Endorsement,EN,Primary,0,Occurrence,,5507 58TH ST,,CA,95820-6521,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-2204205-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5404965-00,03-10-2023,03-10-2024,T&R ELITE LOGISTIC LLC,2072 SW AKOROT RD,PORT ST LUCIE,FL,34953-2476,03-10-2023,03-10-2024,14168.97,,,2479.57,,,,,,,,03-10-2023,New Business,NB,Primary,0,Occurrence,,2072 SW AKOROT RD,,FL,34953-2476,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-5404965-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5404965-00,03-10-2023,03-10-2024,T&R ELITE LOGISTIC LLC,2072 SW AKOROT RD,PORT ST LUCIE,FL,34953-2476,03-10-2023,03-10-2024,328.9,,,57.56,,,,,,,,03-10-2023,New Business,NB,Primary,0,Occurrence,,2072 SW AKOROT RD,,FL,34953-2476,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-5404965-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5404965-00,03-10-2023,03-10-2024,T&R ELITE LOGISTIC LLC,2072 SW AKOROT RD,PORT ST LUCIE,FL,34953-2476,03-10-2023,03-10-2024,0,,,0,,,,,,,,03-10-2023,New Business,NB,Primary,0,Occurrence,,2072 SW AKOROT RD,,FL,34953-2476,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-5404965-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5404965-00,03-10-2023,03-10-2024,T&R ELITE LOGISTIC LLC,2072 SW AKOROT RD,PORT ST LUCIE,FL,34953-2476,03-10-2023,03-10-2024,0,,,0,,,,,,,,03-10-2023,New Business,NB,Primary,0,Occurrence,,2072 SW AKOROT RD,,FL,34953-2476,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-5404965-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-6275472-00,27-09-2023,27-09-2024,CRAZY EXOTIC TRUCKING LLC,3880 CREEKWATER CT,LAWRENCEVILLE,GA,30044,03-10-2023,27-09-2024,-621.39,,,-108.74,,,,,,,,03-10-2023,Endorsement,EN,Primary,0,Occurrence,,3880 CREEK WATER CT,,GA,30044,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-6275472-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-6275472-00,27-09-2023,27-09-2024,CRAZY EXOTIC TRUCKING LLC,3880 CREEKWATER CT,LAWRENCEVILLE,GA,30044,03-10-2023,27-09-2024,0,,,0,,,,,,,,03-10-2023,Endorsement,EN,Primary,0,Occurrence,,3880 CREEK WATER CT,,GA,30044,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-6275472-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-6275472-00,27-09-2023,27-09-2024,CRAZY EXOTIC TRUCKING LLC,3880 CREEKWATER CT,LAWRENCEVILLE,GA,30044,03-10-2023,27-09-2024,-10.09,,,-1.77,,,,,,,,03-10-2023,Endorsement,EN,Primary,0,Occurrence,,3880 CREEK WATER CT,,GA,30044,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-6275472-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-6275472-00,27-09-2023,27-09-2024,CRAZY EXOTIC TRUCKING LLC,3880 CREEKWATER CT,LAWRENCEVILLE,GA,30044,03-10-2023,27-09-2024,0,,,0,,,,,,,,03-10-2023,Endorsement,EN,Primary,0,Occurrence,,3880 CREEK WATER CT,,GA,30044,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-6275472-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-1660591-00,03-10-2023,03-10-2024,GND TRANSPORTATION GROUP LLC,520 JACKSON AVE,DUNELLEN,NJ,8812,03-10-2023,03-10-2024,13546.2,,,2370.59,,,,,,,,03-10-2023,New Business,NB,Primary,0,Occurrence,,520 JACKSON AVE,,NJ,8812,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-1660591-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-1660591-00,03-10-2023,03-10-2024,GND TRANSPORTATION GROUP LLC,520 JACKSON AVE,DUNELLEN,NJ,8812,03-10-2023,03-10-2024,750,,,131.25,,,,,,,,03-10-2023,New Business,NB,Primary,0,Occurrence,,520 JACKSON AVE,,NJ,8812,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-1660591-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-1660591-00,03-10-2023,03-10-2024,GND TRANSPORTATION GROUP LLC,520 JACKSON AVE,DUNELLEN,NJ,8812,03-10-2023,03-10-2024,0,,,0,,,,,,,,03-10-2023,New Business,NB,Primary,0,Occurrence,,520 JACKSON AVE,,NJ,8812,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-1660591-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-1660591-00,03-10-2023,03-10-2024,GND TRANSPORTATION GROUP LLC,520 JACKSON AVE,DUNELLEN,NJ,8812,03-10-2023,03-10-2024,100,,,17.5,,,,,,,,03-10-2023,New Business,NB,Primary,0,Occurrence,,520 JACKSON AVE,,NJ,8812,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-1660591-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-3730999-00,02-10-2023,02-10-2024,KNK Logistics LLC,2508 Russum Drive,Southaven,MS,38672,02-10-2023,02-10-2024,11602.14,,,2030.37,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,2508 Russum Drive,,MS,38672,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-3730999-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-3730999-00,02-10-2023,02-10-2024,KNK Logistics LLC,2508 Russum Drive,Southaven,MS,38672,02-10-2023,02-10-2024,0,,,0,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,2508 Russum Drive,,MS,38672,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-3730999-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-3730999-00,02-10-2023,02-10-2024,KNK Logistics LLC,2508 Russum Drive,Southaven,MS,38672,02-10-2023,02-10-2024,100,,,17.5,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,2508 Russum Drive,,MS,38672,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-3730999-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-3730999-00,02-10-2023,02-10-2024,KNK Logistics LLC,2508 Russum Drive,Southaven,MS,38672,02-10-2023,02-10-2024,500,,,87.5,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,2508 Russum Drive,,MS,38672,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-3730999-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-4939834-00,02-10-2023,02-10-2024,SCOTTS DELIVERIES LLC,3409 WILDWOOD DR,ROYSE CITY,TX,75189,02-10-2023,02-10-2024,8252.2,,,1444.14,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,3409 WILDWOOD DR,,TX,75189,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-4939834-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-4939834-00,02-10-2023,02-10-2024,SCOTTS DELIVERIES LLC,3409 WILDWOOD DR,ROYSE CITY,TX,75189,02-10-2023,02-10-2024,134.08,,,23.46,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,3409 WILDWOOD DR,,TX,75189,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-4939834-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-4939834-00,02-10-2023,02-10-2024,SCOTTS DELIVERIES LLC,3409 WILDWOOD DR,ROYSE CITY,TX,75189,02-10-2023,02-10-2024,0,,,0,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,3409 WILDWOOD DR,,TX,75189,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-4939834-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-4939834-00,02-10-2023,02-10-2024,SCOTTS DELIVERIES LLC,3409 WILDWOOD DR,ROYSE CITY,TX,75189,02-10-2023,02-10-2024,677.07,,,118.49,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,3409 WILDWOOD DR,,TX,75189,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-4939834-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5071004-00,02-10-2023,02-10-2024,HT FOODS INC,14231 COMMERCE DR,GARDEN GROVE,CA,92843,02-10-2023,02-10-2024,22710.25,,,3974.29,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,14231 COMMERCE DR,,CA,92843,,,,7,,1000000,"$2,000,000",,,,,,,,ASC-5071004-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5071004-00,02-10-2023,02-10-2024,HT FOODS INC,14231 COMMERCE DR,GARDEN GROVE,CA,92843,02-10-2023,02-10-2024,0,,,0,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,14231 COMMERCE DR,,CA,92843,,,,7,,1000000,"$2,000,000",,,,,,,,ASC-5071004-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5071004-00,02-10-2023,02-10-2024,HT FOODS INC,14231 COMMERCE DR,GARDEN GROVE,CA,92843,02-10-2023,02-10-2024,116.44,,,20.38,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,14231 COMMERCE DR,,CA,92843,,,,7,,1000000,"$2,000,000",,,,,,,,ASC-5071004-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5071004-00,02-10-2023,02-10-2024,HT FOODS INC,14231 COMMERCE DR,GARDEN GROVE,CA,92843,02-10-2023,02-10-2024,308.31,,,53.95,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,14231 COMMERCE DR,,CA,92843,,,,7,,1000000,"$2,000,000",,,,,,,,ASC-5071004-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5071004-00,02-10-2023,02-10-2024,HT FOODS INC,14231 COMMERCE DR,GARDEN GROVE,CA,92843,02-10-2023,02-10-2024,22710.25,,,3974.29,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,14231 COMMERCE DR,,CA,92843,,,,7,,1000000,"$2,000,000",,,,,,,,ASC-5071004-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5071004-00,02-10-2023,02-10-2024,HT FOODS INC,14231 COMMERCE DR,GARDEN GROVE,CA,92843,02-10-2023,02-10-2024,0,,,0,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,14231 COMMERCE DR,,CA,92843,,,,7,,1000000,"$2,000,000",,,,,,,,ASC-5071004-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5071004-00,02-10-2023,02-10-2024,HT FOODS INC,14231 COMMERCE DR,GARDEN GROVE,CA,92843,02-10-2023,02-10-2024,116.44,,,20.38,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,14231 COMMERCE DR,,CA,92843,,,,7,,1000000,"$2,000,000",,,,,,,,ASC-5071004-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5071004-00,02-10-2023,02-10-2024,HT FOODS INC,14231 COMMERCE DR,GARDEN GROVE,CA,92843,02-10-2023,02-10-2024,308.31,,,53.95,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,14231 COMMERCE DR,,CA,92843,,,,7,,1000000,"$2,000,000",,,,,,,,ASC-5071004-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5071004-00,02-10-2023,02-10-2024,HT FOODS INC,14231 COMMERCE DR,GARDEN GROVE,CA,92843,02-10-2023,02-10-2024,22710.25,,,3974.29,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,14231 COMMERCE DR,,CA,92843,,,,7,,1000000,"$2,000,000",,,,,,,,ASC-5071004-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5071004-00,02-10-2023,02-10-2024,HT FOODS INC,14231 COMMERCE DR,GARDEN GROVE,CA,92843,02-10-2023,02-10-2024,0,,,0,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,14231 COMMERCE DR,,CA,92843,,,,7,,1000000,"$2,000,000",,,,,,,,ASC-5071004-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5071004-00,02-10-2023,02-10-2024,HT FOODS INC,14231 COMMERCE DR,GARDEN GROVE,CA,92843,02-10-2023,02-10-2024,116.44,,,20.38,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,14231 COMMERCE DR,,CA,92843,,,,7,,1000000,"$2,000,000",,,,,,,,ASC-5071004-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5071004-00,02-10-2023,02-10-2024,HT FOODS INC,14231 COMMERCE DR,GARDEN GROVE,CA,92843,02-10-2023,02-10-2024,308.31,,,53.95,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,14231 COMMERCE DR,,CA,92843,,,,7,,1000000,"$2,000,000",,,,,,,,ASC-5071004-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5071004-00,02-10-2023,02-10-2024,HT FOODS INC,14231 COMMERCE DR,GARDEN GROVE,CA,92843,02-10-2023,02-10-2024,22710.25,,,3974.29,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,14231 COMMERCE DR,,CA,92843,,,,7,,1000000,"$2,000,000",,,,,,,,ASC-5071004-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5071004-00,02-10-2023,02-10-2024,HT FOODS INC,14231 COMMERCE DR,GARDEN GROVE,CA,92843,02-10-2023,02-10-2024,0,,,0,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,14231 COMMERCE DR,,CA,92843,,,,7,,1000000,"$2,000,000",,,,,,,,ASC-5071004-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5071004-00,02-10-2023,02-10-2024,HT FOODS INC,14231 COMMERCE DR,GARDEN GROVE,CA,92843,02-10-2023,02-10-2024,116.44,,,20.38,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,14231 COMMERCE DR,,CA,92843,,,,7,,1000000,"$2,000,000",,,,,,,,ASC-5071004-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5071004-00,02-10-2023,02-10-2024,HT FOODS INC,14231 COMMERCE DR,GARDEN GROVE,CA,92843,02-10-2023,02-10-2024,308.31,,,53.95,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,14231 COMMERCE DR,,CA,92843,,,,7,,1000000,"$2,000,000",,,,,,,,ASC-5071004-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5071004-00,02-10-2023,02-10-2024,HT FOODS INC,14231 COMMERCE DR,GARDEN GROVE,CA,92843,02-10-2023,02-10-2024,22710.25,,,3974.29,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,14231 COMMERCE DR,,CA,92843,,,,7,,1000000,"$2,000,000",,,,,,,,ASC-5071004-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5071004-00,02-10-2023,02-10-2024,HT FOODS INC,14231 COMMERCE DR,GARDEN GROVE,CA,92843,02-10-2023,02-10-2024,0,,,0,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,14231 COMMERCE DR,,CA,92843,,,,7,,1000000,"$2,000,000",,,,,,,,ASC-5071004-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5071004-00,02-10-2023,02-10-2024,HT FOODS INC,14231 COMMERCE DR,GARDEN GROVE,CA,92843,02-10-2023,02-10-2024,116.44,,,20.38,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,14231 COMMERCE DR,,CA,92843,,,,7,,1000000,"$2,000,000",,,,,,,,ASC-5071004-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5071004-00,02-10-2023,02-10-2024,HT FOODS INC,14231 COMMERCE DR,GARDEN GROVE,CA,92843,02-10-2023,02-10-2024,308.31,,,53.95,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,14231 COMMERCE DR,,CA,92843,,,,7,,1000000,"$2,000,000",,,,,,,,ASC-5071004-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5071004-00,02-10-2023,02-10-2024,HT FOODS INC,14231 COMMERCE DR,GARDEN GROVE,CA,92843,02-10-2023,02-10-2024,22710.25,,,3974.29,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,14231 COMMERCE DR,,CA,92843,,,,7,,1000000,"$2,000,000",,,,,,,,ASC-5071004-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5071004-00,02-10-2023,02-10-2024,HT FOODS INC,14231 COMMERCE DR,GARDEN GROVE,CA,92843,02-10-2023,02-10-2024,0,,,0,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,14231 COMMERCE DR,,CA,92843,,,,7,,1000000,"$2,000,000",,,,,,,,ASC-5071004-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5071004-00,02-10-2023,02-10-2024,HT FOODS INC,14231 COMMERCE DR,GARDEN GROVE,CA,92843,02-10-2023,02-10-2024,116.44,,,20.38,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,14231 COMMERCE DR,,CA,92843,,,,7,,1000000,"$2,000,000",,,,,,,,ASC-5071004-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5071004-00,02-10-2023,02-10-2024,HT FOODS INC,14231 COMMERCE DR,GARDEN GROVE,CA,92843,02-10-2023,02-10-2024,308.31,,,53.95,,,,,,,,02-10-2023,New Business,NB,Primary,0,Occurrence,,14231 COMMERCE DR,,CA,92843,,,,7,,1000000,"$2,000,000",,,,,,,,ASC-5071004-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
