,MGA,Program Name,Issuing Company,Full policy number,Policy Effective Date,Policy Expiration Date,Insured Name,Insured Address,Insured City,Insured State,Insured Zip,Transaction Effective Date,Transaction Expiration Date,Premium,Terrorism Premium,Total Gross Premium including Terrorism,Commission amount,Net Premium,Surcharge amount,Tax Amount,Tax Type,Fee Amount,Fee Type,Payment terms,Book or Process Date,Policy Type,Transaction Type,Primary/Excess Indicator,Attachment Point,CM/Occ Indicator,Risk/Location #,Risk/Location Address,Risk/Location City,Risk/Location State,Risk/Location Zip,Risk/Location premium,Technical Price,IRPM (Individual Risk Premium Modification),Exposure Type,Exposure Amount,Policy Occurrence Limit,Policy Aggregate Limit,SIR/Deductible indicator,SIR/Deductible amount,SIR/Deductible type,NAICS or SIC Code,Annual Statement Line Code,Annual Statement Line Description,Issue Date,Policy Event Number,Carrier %,Carrier Limit,Broker/Agent,Broker/Agent Address,Broker/Agent City,Broker/Agent State,Broker/Agent Zip,Direct/Assumed,Fac?,Damage to Premises Rented to you Limit,Medical Expense Limit Included,Medical Expense Limit,Personal and Advertising Injury Limit,Products/Completed Operations Aggregate Limit,Employee Benefits Limit
1458,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-5376084-00,05-10-2023,05-10-2024,GOOSBY BUSINESS ENTERPRISES INC,4403 Ethel Avenue,Killeen,TX,76549,05-10-2023,05-10-2024,94.61,0.0,0,16.56,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,05-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,4403 Ethel Avenue,HARTFORD,TX,76549,0.0,0,0.0,3,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-5376084-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1459,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-5376084-00,05-10-2023,05-10-2024,GOOSBY BUSINESS ENTERPRISES INC,4403 Ethel Avenue,Killeen,TX,76549,05-10-2023,05-10-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,05-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,4403 Ethel Avenue,HARTFORD,TX,76549,0.0,0,0.0,3,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-5376084-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1460,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-5167507-00,21-09-2023,21-09-2024,JULIUS BROWN,145 Hidden Creek Circle,Warner Robins,GA,31088,05-10-2023,21-09-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,05-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,172 North Pine Avenue,HARTFORD,GA,39842,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-5167507-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1461,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-5167507-00,21-09-2023,21-09-2024,JULIUS BROWN,145 Hidden Creek Circle,Warner Robins,GA,31088,05-10-2023,21-09-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,05-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,172 North Pine Avenue,HARTFORD,GA,39842,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-5167507-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1462,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-5167507-00,21-09-2023,21-09-2024,JULIUS BROWN,145 Hidden Creek Circle,Warner Robins,GA,31088,05-10-2023,21-09-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,05-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,172 North Pine Avenue,HARTFORD,GA,39842,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-5167507-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1463,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-5167507-00,21-09-2023,21-09-2024,JULIUS BROWN,145 Hidden Creek Circle,Warner Robins,GA,31088,05-10-2023,21-09-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,05-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,172 North Pine Avenue,HARTFORD,GA,39842,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-5167507-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1464,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8553840-00,06-10-2023,06-10-2024,RSF INSTALLATIONS LLC,11775 SW GRAVEN ST,PORTLAND,OR,97224-3436,06-10-2023,06-10-2024,10250,0.0,0,1793.75,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,11775 SW GRAVEN ST,HARTFORD,OR,97224-3436,0.0,0,0.0,3,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8553840-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1465,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8553840-00,06-10-2023,06-10-2024,RSF INSTALLATIONS LLC,11775 SW GRAVEN ST,PORTLAND,OR,97224-3436,06-10-2023,06-10-2024,350,0.0,0,61.25,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,11775 SW GRAVEN ST,HARTFORD,OR,97224-3436,0.0,0,0.0,3,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8553840-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1466,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8553840-00,06-10-2023,06-10-2024,RSF INSTALLATIONS LLC,11775 SW GRAVEN ST,PORTLAND,OR,97224-3436,06-10-2023,06-10-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,11775 SW GRAVEN ST,HARTFORD,OR,97224-3436,0.0,0,0.0,3,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8553840-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1467,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8553840-00,06-10-2023,06-10-2024,RSF INSTALLATIONS LLC,11775 SW GRAVEN ST,PORTLAND,OR,97224-3436,06-10-2023,06-10-2024,200,0.0,0,35,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,11775 SW GRAVEN ST,HARTFORD,OR,97224-3436,0.0,0,0.0,3,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8553840-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1468,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8553840-00,06-10-2023,06-10-2024,RSF INSTALLATIONS LLC,11775 SW GRAVEN ST,PORTLAND,OR,97224-3436,06-10-2023,06-10-2024,10250,0.0,0,1793.75,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,11775 SW GRAVEN ST,HARTFORD,OR,97224-3436,0.0,0,0.0,3,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8553840-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1469,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8553840-00,06-10-2023,06-10-2024,RSF INSTALLATIONS LLC,11775 SW GRAVEN ST,PORTLAND,OR,97224-3436,06-10-2023,06-10-2024,350,0.0,0,61.25,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,11775 SW GRAVEN ST,HARTFORD,OR,97224-3436,0.0,0,0.0,3,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8553840-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1470,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8553840-00,06-10-2023,06-10-2024,RSF INSTALLATIONS LLC,11775 SW GRAVEN ST,PORTLAND,OR,97224-3436,06-10-2023,06-10-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,11775 SW GRAVEN ST,HARTFORD,OR,97224-3436,0.0,0,0.0,3,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8553840-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1471,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8553840-00,06-10-2023,06-10-2024,RSF INSTALLATIONS LLC,11775 SW GRAVEN ST,PORTLAND,OR,97224-3436,06-10-2023,06-10-2024,200,0.0,0,35,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,11775 SW GRAVEN ST,HARTFORD,OR,97224-3436,0.0,0,0.0,3,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8553840-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1472,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8553840-00,06-10-2023,06-10-2024,RSF INSTALLATIONS LLC,11775 SW GRAVEN ST,PORTLAND,OR,97224-3436,06-10-2023,06-10-2024,10250,0.0,0,1793.75,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,11775 SW GRAVEN ST,HARTFORD,OR,97224-3436,0.0,0,0.0,3,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8553840-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1473,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8553840-00,06-10-2023,06-10-2024,RSF INSTALLATIONS LLC,11775 SW GRAVEN ST,PORTLAND,OR,97224-3436,06-10-2023,06-10-2024,350,0.0,0,61.25,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,11775 SW GRAVEN ST,HARTFORD,OR,97224-3436,0.0,0,0.0,3,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8553840-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1474,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8553840-00,06-10-2023,06-10-2024,RSF INSTALLATIONS LLC,11775 SW GRAVEN ST,PORTLAND,OR,97224-3436,06-10-2023,06-10-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,11775 SW GRAVEN ST,HARTFORD,OR,97224-3436,0.0,0,0.0,3,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8553840-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1475,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8553840-00,06-10-2023,06-10-2024,RSF INSTALLATIONS LLC,11775 SW GRAVEN ST,PORTLAND,OR,97224-3436,06-10-2023,06-10-2024,200,0.0,0,35,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,11775 SW GRAVEN ST,HARTFORD,OR,97224-3436,0.0,0,0.0,3,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8553840-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1476,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9005809-00,05-10-2023,05-10-2024,ACEON INTERNATIONAL SHIPPING INC,11617 CAMINO JAMACHA,JURUPA VALLEY,CA,91752-5026,05-10-2023,05-10-2024,14501.68,0.0,0,2537.79,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,05-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,11617 CAMINO JAMACHA,HARTFORD,CA,91752-5026,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9005809-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1477,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9005809-00,05-10-2023,05-10-2024,ACEON INTERNATIONAL SHIPPING INC,11617 CAMINO JAMACHA,JURUPA VALLEY,CA,91752-5026,05-10-2023,05-10-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,05-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,11617 CAMINO JAMACHA,HARTFORD,CA,91752-5026,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9005809-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1478,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9005809-00,05-10-2023,05-10-2024,ACEON INTERNATIONAL SHIPPING INC,11617 CAMINO JAMACHA,JURUPA VALLEY,CA,91752-5026,05-10-2023,05-10-2024,25.8,0.0,0,4.52,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,05-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,11617 CAMINO JAMACHA,HARTFORD,CA,91752-5026,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9005809-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1479,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9005809-00,05-10-2023,05-10-2024,ACEON INTERNATIONAL SHIPPING INC,11617 CAMINO JAMACHA,JURUPA VALLEY,CA,91752-5026,05-10-2023,05-10-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,05-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,11617 CAMINO JAMACHA,HARTFORD,CA,91752-5026,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9005809-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1480,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-6885493-00,04-10-2023,04-10-2024,FIRE STAR TRUCKING LLC,11835 SW 189TH ST,MIAMI,FL,33177,06-10-2023,04-10-2024,-7753.41,0.0,0,-1356.85,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,11835 SW 189TH ST,HARTFORD,FL,33177,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-6885493-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1481,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-6885493-00,04-10-2023,04-10-2024,FIRE STAR TRUCKING LLC,11835 SW 189TH ST,MIAMI,FL,33177,06-10-2023,04-10-2024,-396.59,0.0,0,-69.4,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,11835 SW 189TH ST,HARTFORD,FL,33177,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-6885493-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1482,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-6885493-00,04-10-2023,04-10-2024,FIRE STAR TRUCKING LLC,11835 SW 189TH ST,MIAMI,FL,33177,06-10-2023,04-10-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,11835 SW 189TH ST,HARTFORD,FL,33177,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-6885493-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1483,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-6885493-00,04-10-2023,04-10-2024,FIRE STAR TRUCKING LLC,11835 SW 189TH ST,MIAMI,FL,33177,06-10-2023,04-10-2024,-406.79,0.0,0,-71.19,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,11835 SW 189TH ST,HARTFORD,FL,33177,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-6885493-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1484,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-6885493-00,04-10-2023,04-10-2024,FIRE STAR TRUCKING LLC,11835 SW 189TH ST,MIAMI,FL,33177,06-10-2023,04-10-2024,8451.22,0.0,0,1478.96,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,11835 SW 189TH ST,HARTFORD,FL,33177,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-6885493-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1485,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-6885493-00,04-10-2023,04-10-2024,FIRE STAR TRUCKING LLC,11835 SW 189TH ST,MIAMI,FL,33177,06-10-2023,04-10-2024,396.59,0.0,0,69.4,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,11835 SW 189TH ST,HARTFORD,FL,33177,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-6885493-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1486,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-6885493-00,04-10-2023,04-10-2024,FIRE STAR TRUCKING LLC,11835 SW 189TH ST,MIAMI,FL,33177,06-10-2023,04-10-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,11835 SW 189TH ST,HARTFORD,FL,33177,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-6885493-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1487,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-6885493-00,04-10-2023,04-10-2024,FIRE STAR TRUCKING LLC,11835 SW 189TH ST,MIAMI,FL,33177,06-10-2023,04-10-2024,406.79,0.0,0,71.19,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,11835 SW 189TH ST,HARTFORD,FL,33177,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-6885493-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1488,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8032539-00,08-10-2023,08-10-2024,RLV LOGISTICS LLC,422 LOWER ALDEN DR,RAHWAY,NJ,7065,08-10-2023,08-10-2024,7800,0.0,0,1365,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,08-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,13 Easy Street,HARTFORD,NJ,8805,0.0,0,0.0,1,0,750000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8032539-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1489,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8032539-00,08-10-2023,08-10-2024,RLV LOGISTICS LLC,422 LOWER ALDEN DR,RAHWAY,NJ,7065,08-10-2023,08-10-2024,750,0.0,0,131.25,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,08-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,13 Easy Street,HARTFORD,NJ,8805,0.0,0,0.0,1,0,750000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8032539-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
