MGA,Program Name,Issuing Company,Full policy number,Policy Effective Date,Policy Expiration Date,Insured Name,Insured Address,Insured City,Insured State,Insured Zip,Transaction Effective Date,Transaction Expiration Date,Premium,Terrorism Premium,Total Gross Premium including Terrorism,Commission amount,Net Premium,Surcharge amount,Tax Amount,Tax Type,Fee Amount,Fee Type,Payment terms,Book or Process Date,Policy Type,Transaction Type,Primary/Excess Indicator,Attachment Point,CM/Occ Indicator,Risk/Location #,Risk/Location Address,Risk/Location City,Risk/Location State,Risk/Location Zip,Risk/Location premium,Technical Price,IRPM (Individual Risk Premium Modification),Exposure Type,Exposure Amount,Policy Occurrence Limit,Policy Aggregate Limit,SIR/Deductible indicator,SIR/Deductible amount,SIR/Deductible type,NAICS or SIC Code,Annual Statement Line Code,Annual Statement Line Description,Issue Date,Policy Event Number,Carrier %,Carrier Limit,Broker/Agent,Broker/Agent Address,Broker/Agent City,Broker/Agent State,Broker/Agent Zip,Direct/Assumed,Fac?,Damage to Premises Rented to you Limit,Medical Expense Limit Included,Medical Expense Limit,Personal and Advertising Injury Limit,Products/Completed Operations Aggregate Limit,Employee Benefits Limit
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-1864104-00,20-09-2023,20-09-2024,SAM CITY EXPRESS INC,692 BERKSHIRE LN 45065,SOUTH LEBANON,OH,45065,27-09-2023,20-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,27-09-2023,Endorsement,EN,Primary,0,Occurrence,1,692 BERKSHIRE LN 45065,HARTFORD,OH,45065,0,0,0,7,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-1864104-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-1864104-00,20-09-2023,20-09-2024,SAM CITY EXPRESS INC,692 BERKSHIRE LN 45065,SOUTH LEBANON,OH,45065,27-09-2023,20-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,27-09-2023,Endorsement,EN,Primary,0,Occurrence,1,692 BERKSHIRE LN 45065,HARTFORD,OH,45065,0,0,0,7,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-1864104-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-1864104-00,20-09-2023,20-09-2024,SAM CITY EXPRESS INC,692 BERKSHIRE LN 45065,SOUTH LEBANON,OH,45065,27-09-2023,20-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,27-09-2023,Endorsement,EN,Primary,0,Occurrence,1,692 BERKSHIRE LN 45065,HARTFORD,OH,45065,0,0,0,7,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-1864104-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-1864104-00,20-09-2023,20-09-2024,SAM CITY EXPRESS INC,692 BERKSHIRE LN 45065,SOUTH LEBANON,OH,45065,27-09-2023,20-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,27-09-2023,Endorsement,EN,Primary,0,Occurrence,1,692 BERKSHIRE LN 45065,HARTFORD,OH,45065,0,0,0,7,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-1864104-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-1864104-00,20-09-2023,20-09-2024,SAM CITY EXPRESS INC,692 BERKSHIRE LN 45065,SOUTH LEBANON,OH,45065,27-09-2023,20-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,27-09-2023,Endorsement,EN,Primary,0,Occurrence,1,692 BERKSHIRE LN 45065,HARTFORD,OH,45065,0,0,0,7,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-1864104-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-1864104-00,20-09-2023,20-09-2024,SAM CITY EXPRESS INC,692 BERKSHIRE LN 45065,SOUTH LEBANON,OH,45065,27-09-2023,20-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,27-09-2023,Endorsement,EN,Primary,0,Occurrence,1,692 BERKSHIRE LN 45065,HARTFORD,OH,45065,0,0,0,7,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-1864104-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-1864104-00,20-09-2023,20-09-2024,SAM CITY EXPRESS INC,692 BERKSHIRE LN 45065,SOUTH LEBANON,OH,45065,27-09-2023,20-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,27-09-2023,Endorsement,EN,Primary,0,Occurrence,1,692 BERKSHIRE LN 45065,HARTFORD,OH,45065,0,0,0,7,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-1864104-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-1864104-00,20-09-2023,20-09-2024,SAM CITY EXPRESS INC,692 BERKSHIRE LN 45065,SOUTH LEBANON,OH,45065,27-09-2023,20-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,27-09-2023,Endorsement,EN,Primary,0,Occurrence,1,692 BERKSHIRE LN 45065,HARTFORD,OH,45065,0,0,0,7,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-1864104-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-1864104-00,20-09-2023,20-09-2024,SAM CITY EXPRESS INC,692 BERKSHIRE LN 45065,SOUTH LEBANON,OH,45065,27-09-2023,20-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,27-09-2023,Endorsement,EN,Primary,0,Occurrence,1,692 BERKSHIRE LN 45065,HARTFORD,OH,45065,0,0,0,7,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-1864104-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-1864104-00,20-09-2023,20-09-2024,SAM CITY EXPRESS INC,692 BERKSHIRE LN 45065,SOUTH LEBANON,OH,45065,27-09-2023,20-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,27-09-2023,Endorsement,EN,Primary,0,Occurrence,1,692 BERKSHIRE LN 45065,HARTFORD,OH,45065,0,0,0,7,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-1864104-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-1864104-00,20-09-2023,20-09-2024,SAM CITY EXPRESS INC,692 BERKSHIRE LN 45065,SOUTH LEBANON,OH,45065,27-09-2023,20-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,27-09-2023,Endorsement,EN,Primary,0,Occurrence,1,692 BERKSHIRE LN 45065,HARTFORD,OH,45065,0,0,0,7,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-1864104-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-1864104-00,20-09-2023,20-09-2024,SAM CITY EXPRESS INC,692 BERKSHIRE LN 45065,SOUTH LEBANON,OH,45065,27-09-2023,20-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,27-09-2023,Endorsement,EN,Primary,0,Occurrence,1,692 BERKSHIRE LN 45065,HARTFORD,OH,45065,0,0,0,7,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-1864104-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-1864104-00,20-09-2023,20-09-2024,SAM CITY EXPRESS INC,692 BERKSHIRE LN 45065,SOUTH LEBANON,OH,45065,27-09-2023,20-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,27-09-2023,Endorsement,EN,Primary,0,Occurrence,1,692 BERKSHIRE LN 45065,HARTFORD,OH,45065,0,0,0,7,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-1864104-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-1864104-00,20-09-2023,20-09-2024,SAM CITY EXPRESS INC,692 BERKSHIRE LN 45065,SOUTH LEBANON,OH,45065,27-09-2023,20-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,27-09-2023,Endorsement,EN,Primary,0,Occurrence,1,692 BERKSHIRE LN 45065,HARTFORD,OH,45065,0,0,0,7,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-1864104-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-1864104-00,20-09-2023,20-09-2024,SAM CITY EXPRESS INC,692 BERKSHIRE LN 45065,SOUTH LEBANON,OH,45065,27-09-2023,20-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,27-09-2023,Endorsement,EN,Primary,0,Occurrence,1,692 BERKSHIRE LN 45065,HARTFORD,OH,45065,0,0,0,7,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-1864104-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-1864104-00,20-09-2023,20-09-2024,SAM CITY EXPRESS INC,692 BERKSHIRE LN 45065,SOUTH LEBANON,OH,45065,27-09-2023,20-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,27-09-2023,Endorsement,EN,Primary,0,Occurrence,1,692 BERKSHIRE LN 45065,HARTFORD,OH,45065,0,0,0,7,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-1864104-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-1864104-00,20-09-2023,20-09-2024,SAM CITY EXPRESS INC,692 BERKSHIRE LN 45065,SOUTH LEBANON,OH,45065,27-09-2023,20-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,27-09-2023,Endorsement,EN,Primary,0,Occurrence,1,692 BERKSHIRE LN 45065,HARTFORD,OH,45065,0,0,0,7,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-1864104-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-1864104-00,20-09-2023,20-09-2024,SAM CITY EXPRESS INC,692 BERKSHIRE LN 45065,SOUTH LEBANON,OH,45065,27-09-2023,20-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,27-09-2023,Endorsement,EN,Primary,0,Occurrence,1,692 BERKSHIRE LN 45065,HARTFORD,OH,45065,0,0,0,7,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-1864104-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-1864104-00,20-09-2023,20-09-2024,SAM CITY EXPRESS INC,692 BERKSHIRE LN 45065,SOUTH LEBANON,OH,45065,27-09-2023,20-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,27-09-2023,Endorsement,EN,Primary,0,Occurrence,1,692 BERKSHIRE LN 45065,HARTFORD,OH,45065,0,0,0,7,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-1864104-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-1864104-00,20-09-2023,20-09-2024,SAM CITY EXPRESS INC,692 BERKSHIRE LN 45065,SOUTH LEBANON,OH,45065,27-09-2023,20-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,27-09-2023,Endorsement,EN,Primary,0,Occurrence,1,692 BERKSHIRE LN 45065,HARTFORD,OH,45065,0,0,0,7,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-1864104-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-1864104-00,20-09-2023,20-09-2024,SAM CITY EXPRESS INC,692 BERKSHIRE LN 45065,SOUTH LEBANON,OH,45065,27-09-2023,20-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,27-09-2023,Endorsement,EN,Primary,0,Occurrence,1,692 BERKSHIRE LN 45065,HARTFORD,OH,45065,0,0,0,7,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-1864104-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-7807055-00,30-09-2023,30-09-2024,RAA LOGISTICS CAPITAL LLC,33045 Cannon Rd,Solon,OH,44139,30-09-2023,30-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,30-09-2023,Endorsement,EN,Primary,0,Occurrence,1,33045 Cannon Rd,HARTFORD,OH,44139,0,0,0,1,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-7807055-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-7807055-00,30-09-2023,30-09-2024,RAA LOGISTICS CAPITAL LLC,33045 Cannon Rd,Solon,OH,44139,30-09-2023,30-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,30-09-2023,Endorsement,EN,Primary,0,Occurrence,1,33045 Cannon Rd,HARTFORD,OH,44139,0,0,0,1,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-7807055-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-7807055-00,30-09-2023,30-09-2024,RAA LOGISTICS CAPITAL LLC,33045 Cannon Rd,Solon,OH,44139,30-09-2023,30-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,30-09-2023,Endorsement,EN,Primary,0,Occurrence,1,33045 Cannon Rd,HARTFORD,OH,44139,0,0,0,1,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-7807055-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-7807055-00,30-09-2023,30-09-2024,RAA LOGISTICS CAPITAL LLC,33045 Cannon Rd,Solon,OH,44139,30-09-2023,30-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,30-09-2023,Endorsement,EN,Primary,0,Occurrence,1,33045 Cannon Rd,HARTFORD,OH,44139,0,0,0,1,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-7807055-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8114659-00,16-09-2023,16-09-2024,KA WORLD INC,2827 FORTUNE AVE,PARMA,OH,44134-2236,02-10-2023,16-09-2024,-3410.15,0,0,-596.78,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,02-10-2023,Endorsement,EN,Primary,0,Occurrence,1,2827 FORTUNE AVE,HARTFORD,OH,44134-2236,0,0,0,1,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8114659-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8114659-00,16-09-2023,16-09-2024,KA WORLD INC,2827 FORTUNE AVE,PARMA,OH,44134-2236,02-10-2023,16-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,02-10-2023,Endorsement,EN,Primary,0,Occurrence,1,2827 FORTUNE AVE,HARTFORD,OH,44134-2236,0,0,0,1,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8114659-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8114659-00,16-09-2023,16-09-2024,KA WORLD INC,2827 FORTUNE AVE,PARMA,OH,44134-2236,02-10-2023,16-09-2024, $(23.90),0,0,-4.18,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,02-10-2023,Endorsement,EN,Primary,0,Occurrence,1,2827 FORTUNE AVE,HARTFORD,OH,44134-2236,0,0,0,1,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8114659-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8114659-00,16-09-2023,16-09-2024,KA WORLD INC,2827 FORTUNE AVE,PARMA,OH,44134-2236,02-10-2023,16-09-2024, $(12.74),0,0,-2.23,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,02-10-2023,Endorsement,EN,Primary,0,Occurrence,1,2827 FORTUNE AVE,HARTFORD,OH,44134-2236,0,0,0,1,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8114659-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8114659-00,16-09-2023,16-09-2024,KA WORLD INC,2827 FORTUNE AVE,PARMA,OH,44134-2236,02-10-2023,16-09-2024,-11049.48,0,0,-1933.66,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,02-10-2023,Endorsement,EN,Primary,0,Occurrence,1,2827 FORTUNE AVE,HARTFORD,OH,44134-2236,0,0,0,1,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8114659-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8114659-00,16-09-2023,16-09-2024,KA WORLD INC,2827 FORTUNE AVE,PARMA,OH,44134-2236,02-10-2023,16-09-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,02-10-2023,Endorsement,EN,Primary,0,Occurrence,1,2827 FORTUNE AVE,HARTFORD,OH,44134-2236,0,0,0,1,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8114659-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8114659-00,16-09-2023,16-09-2024,KA WORLD INC,2827 FORTUNE AVE,PARMA,OH,44134-2236,02-10-2023,16-09-2024,-28.58,0,0,-5,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,02-10-2023,Endorsement,EN,Primary,0,Occurrence,1,2827 FORTUNE AVE,HARTFORD,OH,44134-2236,0,0,0,1,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8114659-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8114659-00,16-09-2023,16-09-2024,KA WORLD INC,2827 FORTUNE AVE,PARMA,OH,44134-2236,02-10-2023,16-09-2024,-116.01,0,0,-20.3,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,02-10-2023,Endorsement,EN,Primary,0,Occurrence,1,2827 FORTUNE AVE,HARTFORD,OH,44134-2236,0,0,0,1,0,1000000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8114659-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-2564176-00,02-10-2023,02-10-2024,SILVER CREEK TIMBER LLC,850 Bethel Church Rd SE,Silver Creek,GA,30173,02-10-2023,02-10-2024,8492.25,0,0,1486.14,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,02-10-2023,New Business,NB,Primary,0,Occurrence,1,850 Bethel Church Rd SE,HARTFORD,GA,30173,0,0,0,1,0,750000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-2564176-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-2564176-00,02-10-2023,02-10-2024,SILVER CREEK TIMBER LLC,850 Bethel Church Rd SE,Silver Creek,GA,30173,02-10-2023,02-10-2024,0,0,0,0,0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,02-10-2023,New Business,NB,Primary,0,Occurrence,1,850 Bethel Church Rd SE,HARTFORD,GA,30173,0,0,0,1,0,750000,"$2,000,000",Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,ASC-2564176-00,100,2000000,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000,NO,0,1000000,2000000,0
