,Full policy number,Expiring Policy Number,Policy Effective Date,Policy Expiration Date,Transaction Effective Date,Transaction Expiration Date,Transaction Type,Policy Type,Premium,Carrier %,Exposure Type,Policy Occurrence Limit,Policy Aggregate Limit,Attachment Point,SIR/Deductible amount,Commission amount,Risk/Location Address,Risk/Location State,Risk/Location Zip,Insured Name,Insured Address,Insured City,Insured State,Insured Zip,Broker/Agent,MGA,Broker/Agent Address,Broker/Agent City,Broker/Agent State,Broker/Agent Zip,NJ Transaction Number,Primary/Excess Indicator,CM/Occ Indicator,Radius Of Use,"Vehicle Number of Seats, Seating Capacity",Gross Vehicle Weight,Vehicle Number,Vehicle Make,Vehicle Model,Model Year,Vehicle Type
658,ASC-8186018-00,,2023-10-14,2024-10-14,2023-10-14,2024-10-14,NB,New Business,0,100.0,6.0,1000000.0,"$2,000,000",0.0,,0.0,22562 Southwest 128th Place,FL,33170,EXTREME PU & DELIVERY INC,22562 Southwest 128th Place,Miami,FL,33170,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Medium Trucks (10,000 - 20,000)",1HTMMAAL66H341890,INT'L,4300,2006.0,Truck
659,ASC-8186018-00,,2023-10-14,2024-10-14,2023-10-14,2024-10-14,NB,New Business,0,100.0,6.0,1000000.0,"$2,000,000",0.0,,0.0,22562 Southwest 128th Place,FL,33170,EXTREME PU & DELIVERY INC,22562 Southwest 128th Place,Miami,FL,33170,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Medium Trucks (10,000 - 20,000)",1HTMMAAL66H341890,INT'L,4300,2006.0,Truck
660,ASC-8186018-00,,2023-10-14,2024-10-14,2023-10-14,2024-10-14,NB,New Business,11541,100.0,6.0,1000000.0,"$2,000,000",0.0,,2019.68,22562 Southwest 128th Place,FL,33170,EXTREME PU & DELIVERY INC,22562 Southwest 128th Place,Miami,FL,33170,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Medium Trucks (10,000 - 20,000)",1HTMMAAM85H167375,INT'L,4300,2005.0,Truck
661,ASC-8186018-00,,2023-10-14,2024-10-14,2023-10-14,2024-10-14,NB,New Business,277.13,100.0,6.0,1000000.0,"$2,000,000",0.0,,48.5,22562 Southwest 128th Place,FL,33170,EXTREME PU & DELIVERY INC,22562 Southwest 128th Place,Miami,FL,33170,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Medium Trucks (10,000 - 20,000)",1HTMMAAM85H167375,INT'L,4300,2005.0,Truck
662,ASC-8186018-00,,2023-10-14,2024-10-14,2023-10-14,2024-10-14,NB,New Business,0,100.0,6.0,1000000.0,"$2,000,000",0.0,,0.0,22562 Southwest 128th Place,FL,33170,EXTREME PU & DELIVERY INC,22562 Southwest 128th Place,Miami,FL,33170,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Medium Trucks (10,000 - 20,000)",1HTMMAAM85H167375,INT'L,4300,2005.0,Truck
663,ASC-8186018-00,,2023-10-14,2024-10-14,2023-10-14,2024-10-14,NB,New Business,0,100.0,6.0,1000000.0,"$2,000,000",0.0,,0.0,22562 Southwest 128th Place,FL,33170,EXTREME PU & DELIVERY INC,22562 Southwest 128th Place,Miami,FL,33170,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Medium Trucks (10,000 - 20,000)",1HTMMAAM85H167375,INT'L,4300,2005.0,Truck
664,ASC-8186018-00,,2023-10-14,2024-10-14,2023-10-14,2024-10-14,NB,New Business,11541,100.0,6.0,1000000.0,"$2,000,000",0.0,,2019.68,22562 Southwest 128th Place,FL,33170,EXTREME PU & DELIVERY INC,22562 Southwest 128th Place,Miami,FL,33170,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Medium Trucks (10,000 - 20,000)",1FVACWDT48HZ51855,FREIGHTLINER,M2 106,2008.0,Truck
665,ASC-8186018-00,,2023-10-14,2024-10-14,2023-10-14,2024-10-14,NB,New Business,277.13,100.0,6.0,1000000.0,"$2,000,000",0.0,,48.5,22562 Southwest 128th Place,FL,33170,EXTREME PU & DELIVERY INC,22562 Southwest 128th Place,Miami,FL,33170,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Medium Trucks (10,000 - 20,000)",1FVACWDT48HZ51855,FREIGHTLINER,M2 106,2008.0,Truck
666,ASC-8186018-00,,2023-10-14,2024-10-14,2023-10-14,2024-10-14,NB,New Business,0,100.0,6.0,1000000.0,"$2,000,000",0.0,,0.0,22562 Southwest 128th Place,FL,33170,EXTREME PU & DELIVERY INC,22562 Southwest 128th Place,Miami,FL,33170,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Medium Trucks (10,000 - 20,000)",1FVACWDT48HZ51855,FREIGHTLINER,M2 106,2008.0,Truck
667,ASC-8186018-00,,2023-10-14,2024-10-14,2023-10-14,2024-10-14,NB,New Business,0,100.0,6.0,1000000.0,"$2,000,000",0.0,,0.0,22562 Southwest 128th Place,FL,33170,EXTREME PU & DELIVERY INC,22562 Southwest 128th Place,Miami,FL,33170,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Medium Trucks (10,000 - 20,000)",1FVACWDT48HZ51855,FREIGHTLINER,M2 106,2008.0,Truck
668,ASC-8186018-00,,2023-10-14,2024-10-14,2023-10-14,2024-10-14,NB,New Business,11541,100.0,6.0,1000000.0,"$2,000,000",0.0,,2019.68,22562 Southwest 128th Place,FL,33170,EXTREME PU & DELIVERY INC,22562 Southwest 128th Place,Miami,FL,33170,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Medium Trucks (10,000 - 20,000)",1HTMMAAM97H496489,INT'L,4300,2007.0,Truck
669,ASC-8186018-00,,2023-10-14,2024-10-14,2023-10-14,2024-10-14,NB,New Business,277.13,100.0,6.0,1000000.0,"$2,000,000",0.0,,48.5,22562 Southwest 128th Place,FL,33170,EXTREME PU & DELIVERY INC,22562 Southwest 128th Place,Miami,FL,33170,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Medium Trucks (10,000 - 20,000)",1HTMMAAM97H496489,INT'L,4300,2007.0,Truck
670,ASC-8186018-00,,2023-10-14,2024-10-14,2023-10-14,2024-10-14,NB,New Business,0,100.0,6.0,1000000.0,"$2,000,000",0.0,,0.0,22562 Southwest 128th Place,FL,33170,EXTREME PU & DELIVERY INC,22562 Southwest 128th Place,Miami,FL,33170,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Medium Trucks (10,000 - 20,000)",1HTMMAAM97H496489,INT'L,4300,2007.0,Truck
671,ASC-8186018-00,,2023-10-14,2024-10-14,2023-10-14,2024-10-14,NB,New Business,0,100.0,6.0,1000000.0,"$2,000,000",0.0,,0.0,22562 Southwest 128th Place,FL,33170,EXTREME PU & DELIVERY INC,22562 Southwest 128th Place,Miami,FL,33170,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Medium Trucks (10,000 - 20,000)",1HTMMAAM97H496489,INT'L,4300,2007.0,Truck
672,ASC-8186018-00,,2023-10-14,2024-10-14,2023-10-14,2024-10-14,NB,New Business,11541,100.0,6.0,1000000.0,"$2,000,000",0.0,,2019.68,22562 Southwest 128th Place,FL,33170,EXTREME PU & DELIVERY INC,22562 Southwest 128th Place,Miami,FL,33170,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Medium Trucks (10,000 - 20,000)",JALC4B16177015445,ISUZU,NPR-HD,2007.0,Truck
673,ASC-8186018-00,,2023-10-14,2024-10-14,2023-10-14,2024-10-14,NB,New Business,277.13,100.0,6.0,1000000.0,"$2,000,000",0.0,,48.5,22562 Southwest 128th Place,FL,33170,EXTREME PU & DELIVERY INC,22562 Southwest 128th Place,Miami,FL,33170,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Medium Trucks (10,000 - 20,000)",JALC4B16177015445,ISUZU,NPR-HD,2007.0,Truck
674,ASC-8186018-00,,2023-10-14,2024-10-14,2023-10-14,2024-10-14,NB,New Business,0,100.0,6.0,1000000.0,"$2,000,000",0.0,,0.0,22562 Southwest 128th Place,FL,33170,EXTREME PU & DELIVERY INC,22562 Southwest 128th Place,Miami,FL,33170,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Medium Trucks (10,000 - 20,000)",JALC4B16177015445,ISUZU,NPR-HD,2007.0,Truck
675,ASC-8186018-00,,2023-10-14,2024-10-14,2023-10-14,2024-10-14,NB,New Business,0,100.0,6.0,1000000.0,"$2,000,000",0.0,,0.0,22562 Southwest 128th Place,FL,33170,EXTREME PU & DELIVERY INC,22562 Southwest 128th Place,Miami,FL,33170,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Medium Trucks (10,000 - 20,000)",JALC4B16177015445,ISUZU,NPR-HD,2007.0,Truck
676,ASC-8186018-00,,2023-10-14,2024-10-14,2023-10-14,2024-10-14,NB,New Business,11541,100.0,6.0,1000000.0,"$2,000,000",0.0,,2019.68,22562 Southwest 128th Place,FL,33170,EXTREME PU & DELIVERY INC,22562 Southwest 128th Place,Miami,FL,33170,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Extra Heavy Trucks (45,001+)",1FUJA6CKX5LV04751,FREIGHTLINER,CL120,2005.0,Truck
677,ASC-8186018-00,,2023-10-14,2024-10-14,2023-10-14,2024-10-14,NB,New Business,277.13,100.0,6.0,1000000.0,"$2,000,000",0.0,,48.5,22562 Southwest 128th Place,FL,33170,EXTREME PU & DELIVERY INC,22562 Southwest 128th Place,Miami,FL,33170,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Extra Heavy Trucks (45,001+)",1FUJA6CKX5LV04751,FREIGHTLINER,CL120,2005.0,Truck
678,ASC-8186018-00,,2023-10-14,2024-10-14,2023-10-14,2024-10-14,NB,New Business,0,100.0,6.0,1000000.0,"$2,000,000",0.0,,0.0,22562 Southwest 128th Place,FL,33170,EXTREME PU & DELIVERY INC,22562 Southwest 128th Place,Miami,FL,33170,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Extra Heavy Trucks (45,001+)",1FUJA6CKX5LV04751,FREIGHTLINER,CL120,2005.0,Truck
679,ASC-8186018-00,,2023-10-14,2024-10-14,2023-10-14,2024-10-14,NB,New Business,0,100.0,6.0,1000000.0,"$2,000,000",0.0,,0.0,22562 Southwest 128th Place,FL,33170,EXTREME PU & DELIVERY INC,22562 Southwest 128th Place,Miami,FL,33170,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.305,1-8,"Extra Heavy Trucks (45,001+)",1FUJA6CKX5LV04751,FREIGHTLINER,CL120,2005.0,Truck
680,ASC-1579385-00,,2023-09-12,2024-09-12,2023-10-04,2024-09-12,EN,Endorsement,-435.36,100.0,1.0,1000000.0,"$2,000,000",0.0,,-76.19,305 WHITTINGTON WAY,TX,78642,JAMES SUMMERS,305 WHITTINGTON WAY,LIBERTY HILL,TX,78642,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.058,1-8,"Medium Trucks (10,000 - 20,000)",3HAEUMML9NL333583,INT'L,MV607,2022.0,Truck
681,ASC-1579385-00,,2023-09-12,2024-09-12,2023-10-04,2024-09-12,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,305 WHITTINGTON WAY,TX,78642,JAMES SUMMERS,305 WHITTINGTON WAY,LIBERTY HILL,TX,78642,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.058,1-8,"Medium Trucks (10,000 - 20,000)",3HAEUMML9NL333583,INT'L,MV607,2022.0,Truck
682,ASC-1579385-00,,2023-09-12,2024-09-12,2023-10-04,2024-09-12,EN,Endorsement,-61.76,100.0,1.0,1000000.0,"$2,000,000",0.0,,-10.81,305 WHITTINGTON WAY,TX,78642,JAMES SUMMERS,305 WHITTINGTON WAY,LIBERTY HILL,TX,78642,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.058,1-8,"Medium Trucks (10,000 - 20,000)",3HAEUMML9NL333583,INT'L,MV607,2022.0,Truck
683,ASC-1579385-00,,2023-09-12,2024-09-12,2023-10-04,2024-09-12,EN,Endorsement,-25.17,100.0,1.0,1000000.0,"$2,000,000",0.0,,-4.4,305 WHITTINGTON WAY,TX,78642,JAMES SUMMERS,305 WHITTINGTON WAY,LIBERTY HILL,TX,78642,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.058,1-8,"Medium Trucks (10,000 - 20,000)",3HAEUMML9NL333583,INT'L,MV607,2022.0,Truck
684,ASC-1579385-00,,2023-09-12,2024-09-12,2023-10-04,2024-09-12,EN,Endorsement,-10943.77,100.0,1.0,1000000.0,"$2,000,000",0.0,,-1915.16,305 WHITTINGTON WAY,TX,78642,JAMES SUMMERS,305 WHITTINGTON WAY,LIBERTY HILL,TX,78642,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.058,1-8,"Medium Trucks (10,000 - 20,000)",3ALACWFC5PDUK1413,FREIGHTLINER,M2 106,2023.0,Truck
685,ASC-1579385-00,,2023-09-12,2024-09-12,2023-10-04,2024-09-12,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,305 WHITTINGTON WAY,TX,78642,JAMES SUMMERS,305 WHITTINGTON WAY,LIBERTY HILL,TX,78642,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.058,1-8,"Medium Trucks (10,000 - 20,000)",3ALACWFC5PDUK1413,FREIGHTLINER,M2 106,2023.0,Truck
686,ASC-1579385-00,,2023-09-12,2024-09-12,2023-10-04,2024-09-12,EN,Endorsement,-22.28,100.0,1.0,1000000.0,"$2,000,000",0.0,,-3.9,305 WHITTINGTON WAY,TX,78642,JAMES SUMMERS,305 WHITTINGTON WAY,LIBERTY HILL,TX,78642,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.058,1-8,"Medium Trucks (10,000 - 20,000)",3ALACWFC5PDUK1413,FREIGHTLINER,M2 106,2023.0,Truck
687,ASC-1579385-00,,2023-09-12,2024-09-12,2023-10-04,2024-09-12,EN,Endorsement,-617.76,100.0,1.0,1000000.0,"$2,000,000",0.0,,-108.11,305 WHITTINGTON WAY,TX,78642,JAMES SUMMERS,305 WHITTINGTON WAY,LIBERTY HILL,TX,78642,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.058,1-8,"Medium Trucks (10,000 - 20,000)",3ALACWFC5PDUK1413,FREIGHTLINER,M2 106,2023.0,Truck
688,ASC-1849772-00,,2023-10-03,2024-10-03,2023-10-03,2024-10-03,NB,New Business,10348.01,100.0,1.0,1000000.0,"$2,000,000",0.0,,1810.9,300 Twin Creek Lane,GA,31078,RAPID TRANSPORTATION SERVICES LLC,115 DEER GLEN DR,FAYETTEVILLE,GA,30214,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.9075,1-8,"Extra Heavy Trucks (45,001+)",1FVXAJ0093DK88684,Freightliner,Conventional,2003.0,Truck
689,ASC-1849772-00,,2023-10-03,2024-10-03,2023-10-03,2024-10-03,NB,New Business,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,300 Twin Creek Lane,GA,31078,RAPID TRANSPORTATION SERVICES LLC,115 DEER GLEN DR,FAYETTEVILLE,GA,30214,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.9075,1-8,"Extra Heavy Trucks (45,001+)",1FVXAJ0093DK88684,Freightliner,Conventional,2003.0,Truck
690,ASC-1849772-00,,2023-10-03,2024-10-03,2023-10-03,2024-10-03,NB,New Business,27.9,100.0,1.0,1000000.0,"$2,000,000",0.0,,4.88,300 Twin Creek Lane,GA,31078,RAPID TRANSPORTATION SERVICES LLC,115 DEER GLEN DR,FAYETTEVILLE,GA,30214,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.9075,1-8,"Extra Heavy Trucks (45,001+)",1FVXAJ0093DK88684,Freightliner,Conventional,2003.0,Truck
691,ASC-1849772-00,,2023-10-03,2024-10-03,2023-10-03,2024-10-03,NB,New Business,359.38,100.0,1.0,1000000.0,"$2,000,000",0.0,,62.89,300 Twin Creek Lane,GA,31078,RAPID TRANSPORTATION SERVICES LLC,115 DEER GLEN DR,FAYETTEVILLE,GA,30214,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.9075,1-8,"Extra Heavy Trucks (45,001+)",1FVXAJ0093DK88684,Freightliner,Conventional,2003.0,Truck
692,ASC-5751702-00,,2023-09-22,2024-09-22,2023-09-29,2024-09-22,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,4560 Loma Vista Avenue,CA,90058,REY DE REYES TRANSPORT INC,16770 San Bernardino Avenue #12C,Fontana,CA,92335,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.8,1-8,"Medium Trucks (10,000 - 20,000)",1FVACWDT39DAD0198,FREIGHTLINER,M2 106,2009.0,Truck
693,ASC-5751702-00,,2023-09-22,2024-09-22,2023-09-29,2024-09-22,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,4560 Loma Vista Avenue,CA,90058,REY DE REYES TRANSPORT INC,16770 San Bernardino Avenue #12C,Fontana,CA,92335,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.8,1-8,"Medium Trucks (10,000 - 20,000)",1FVACWDT39DAD0198,FREIGHTLINER,M2 106,2009.0,Truck
694,ASC-5751702-00,,2023-09-22,2024-09-22,2023-09-29,2024-09-22,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,4560 Loma Vista Avenue,CA,90058,REY DE REYES TRANSPORT INC,16770 San Bernardino Avenue #12C,Fontana,CA,92335,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.8,1-8,"Medium Trucks (10,000 - 20,000)",1FVACWDT39DAD0198,FREIGHTLINER,M2 106,2009.0,Truck
695,ASC-5751702-00,,2023-09-22,2024-09-22,2023-09-29,2024-09-22,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,4560 Loma Vista Avenue,CA,90058,REY DE REYES TRANSPORT INC,16770 San Bernardino Avenue #12C,Fontana,CA,92335,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.8,1-8,"Medium Trucks (10,000 - 20,000)",1FVACWDT39DAD0198,FREIGHTLINER,M2 106,2009.0,Truck
696,ASC-5197889-00,,2023-09-15,2024-09-15,2023-09-26,2024-09-15,EN,Endorsement,690.05,100.0,1.0,1000000.0,"$2,000,000",0.0,,120.76,4201 CITY POINT WEST APT 2328,TX,76180,LOCKDOWN7 LLC,4201 CITY POINT WEST APT 2328,NORTH RICHLAND HILLS,TX,76180,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.0172,1-8,"Heavy Trucks (20,000 - 45,000)",3FRNF7FA4CV187481,FORD,F750,2012.0,Truck
697,ASC-5197889-00,,2023-09-15,2024-09-15,2023-09-26,2024-09-15,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,4201 CITY POINT WEST APT 2328,TX,76180,LOCKDOWN7 LLC,4201 CITY POINT WEST APT 2328,NORTH RICHLAND HILLS,TX,76180,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.0172,1-8,"Heavy Trucks (20,000 - 45,000)",3FRNF7FA4CV187481,FORD,F750,2012.0,Truck
698,ASC-5197889-00,,2023-09-15,2024-09-15,2023-09-26,2024-09-15,EN,Endorsement,3.91,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.68,4201 CITY POINT WEST APT 2328,TX,76180,LOCKDOWN7 LLC,4201 CITY POINT WEST APT 2328,NORTH RICHLAND HILLS,TX,76180,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.0172,1-8,"Heavy Trucks (20,000 - 45,000)",3FRNF7FA4CV187481,FORD,F750,2012.0,Truck
699,ASC-5197889-00,,2023-09-15,2024-09-15,2023-09-26,2024-09-15,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,4201 CITY POINT WEST APT 2328,TX,76180,LOCKDOWN7 LLC,4201 CITY POINT WEST APT 2328,NORTH RICHLAND HILLS,TX,76180,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.0172,1-8,"Heavy Trucks (20,000 - 45,000)",3FRNF7FA4CV187481,FORD,F750,2012.0,Truck
700,ASC-5468675-00,,2023-08-24,2024-08-24,2023-08-25,2024-08-24,EN,Endorsement,-1039.96,100.0,3.0,750000.0,"$2,000,000",0.0,,-181.99,3 NORMANDY CT NE,GA,30324,DROPPING JEWELLS LLC,942148 Box Wood Road,Atlanta,GA,31141,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3,1-8,"Medium Trucks (10,000 - 20,000)",1GT49WEY6RF106228,GMC,SIERRA 3500HD,2024.0,Truck
701,ASC-5468675-00,,2023-08-24,2024-08-24,2023-08-25,2024-08-24,EN,Endorsement,0,100.0,3.0,750000.0,"$2,000,000",0.0,,0.0,3 NORMANDY CT NE,GA,30324,DROPPING JEWELLS LLC,942148 Box Wood Road,Atlanta,GA,31141,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3,1-8,"Medium Trucks (10,000 - 20,000)",1GT49WEY6RF106228,GMC,SIERRA 3500HD,2024.0,Truck
702,ASC-5468675-00,,2023-08-24,2024-08-24,2023-08-25,2024-08-24,EN,Endorsement,-12.29,100.0,3.0,750000.0,"$2,000,000",0.0,,-2.15,3 NORMANDY CT NE,GA,30324,DROPPING JEWELLS LLC,942148 Box Wood Road,Atlanta,GA,31141,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3,1-8,"Medium Trucks (10,000 - 20,000)",1GT49WEY6RF106228,GMC,SIERRA 3500HD,2024.0,Truck
703,ASC-5468675-00,,2023-08-24,2024-08-24,2023-08-25,2024-08-24,EN,Endorsement,0,100.0,3.0,750000.0,"$2,000,000",0.0,,0.0,3 NORMANDY CT NE,GA,30324,DROPPING JEWELLS LLC,942148 Box Wood Road,Atlanta,GA,31141,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3,1-8,"Medium Trucks (10,000 - 20,000)",1GT49WEY6RF106228,GMC,SIERRA 3500HD,2024.0,Truck
704,ASC-5468675-00,,2023-08-24,2024-08-24,2023-08-25,2024-08-24,EN,Endorsement,-1039.96,100.0,3.0,750000.0,"$2,000,000",0.0,,-181.99,3 NORMANDY CT NE,GA,30324,DROPPING JEWELLS LLC,942148 Box Wood Road,Atlanta,GA,31141,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3,1-8,"Medium Trucks (10,000 - 20,000)",1GC49WEY6MF254131,GMC,3500,2021.0,Truck
705,ASC-5468675-00,,2023-08-24,2024-08-24,2023-08-25,2024-08-24,EN,Endorsement,0,100.0,3.0,750000.0,"$2,000,000",0.0,,0.0,3 NORMANDY CT NE,GA,30324,DROPPING JEWELLS LLC,942148 Box Wood Road,Atlanta,GA,31141,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3,1-8,"Medium Trucks (10,000 - 20,000)",1GC49WEY6MF254131,GMC,3500,2021.0,Truck
706,ASC-5468675-00,,2023-08-24,2024-08-24,2023-08-25,2024-08-24,EN,Endorsement,-12.29,100.0,3.0,750000.0,"$2,000,000",0.0,,-2.15,3 NORMANDY CT NE,GA,30324,DROPPING JEWELLS LLC,942148 Box Wood Road,Atlanta,GA,31141,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3,1-8,"Medium Trucks (10,000 - 20,000)",1GC49WEY6MF254131,GMC,3500,2021.0,Truck
